Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,species_100_abundance_10000000_dominance_1_A10000000_R75,species_100_abundance_10000000_dominance_1_A10000000_R150,species_100_abundance_10000000_dominance_1_A10000000_R300,species_100_abundance_10000000_dominance_1_A10000000_R1000
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium cauense,Rhizobium cauense,1751,2,7,9,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus azoreducens,Paenibacillus azoreducens,1381,4,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum,Cutibacterium avidum,646,46,28,18,14
Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Hydrocarboniphaga,Hydrocarboniphaga effusa,Hydrocarboniphaga effusa,896,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas denitrificans,Comamonas denitrificans,489,13,4,14,6
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus xiamenensis,Bacillus xiamenensis,249,1,7,0,0
Bacteria,Cyanobacteriota,Cyanophyceae,Nodosilineales,Nodosilineaceae,Nodosilinea,Nodosilinea nodulosa,Nodosilinea nodulosa,1345,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia eburnea,Paraburkholderia eburnea,1454,3,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus massiliensis,Staphylococcus massiliensis,1926,24,24,35,20
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aquatimens,Corynebacterium aquatimens,525,5,0,3,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Calidifontibacillus,Calidifontibacillus oryziterrae,Calidifontibacillus oryziterrae,410,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,Cupriavidus metallidurans,628,65,7,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus phocae,Streptococcus phocae,2013,165,109,92,104
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus mesonae,Neobacillus mesonae,1323,0,0,2,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces chilikensis,Streptomyces chilikensis,2054,0,2,92,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas jiangduensis,Comamonas jiangduensis,492,6,1,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio toranzoniae,Vibrio toranzoniae,2189,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,Snodgrassella alvi,1869,27,2,0,2
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus macauensis,Fictibacillus macauensis,790,4,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alishewanella,Alishewanella aestuarii,Alishewanella aestuarii,104,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella bongori,Salmonella bongori,1809,8,2,6,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella conceptionensis,Prevotella conceptionensis,1596,2,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas guguanensis,Pseudomonas guguanensis,1658,6,4,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium terpenotabidum,Corynebacterium terpenotabidum,595,3,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium aroidearum,Pectobacterium aroidearum,1511,0,0,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus ingluviei,Limosilactobacillus ingluviei,1126,262,250,245,276
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium timonense,Corynebacterium timonense,597,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia beijingensis,Ottowia beijingensis,1375,6,0,2,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomultivorans,Burkholderia pseudomultivorans,385,2,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium carmichaelinearum,Mesorhizobium carmichaelinearum,1235,2,1,4,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia miroungae,Facklamia miroungae,779,0,8,0,0
Bacteria,Bacillota,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Tepidanaerobacter,Tepidanaerobacter acetatoxydans,Tepidanaerobacter acetatoxydans,2091,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter hoylei,Janibacter hoylei,916,0,0,2,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia xishanensis,Nocardia xishanensis,1336,1,0,0,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium ihumii,Clostridium ihumii,474,3,0,0,0
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania massiliensis,Holdemania massiliensis,892,0,2,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus halocryophilus,Planococcus halocryophilus,1577,7,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas flavescens,Pseudomonas flavescens,1656,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas indica,Pseudomonas indica,1661,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas japonica,Pseudomonas japonica,1664,4,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pannonibacter,Pannonibacter phragmitetus,Pannonibacter phragmitetus,1416,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii,1012,0,0,0,6
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii,44,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter bohemicus,Acinetobacter bohemicus,33,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia bannensis,Paraburkholderia bannensis,1443,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia ferrariae,Paraburkholderia ferrariae,1456,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia heleia,Paraburkholderia heleia,1464,63,53,76,8
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,Citrobacter rodentium,466,2406,2364,2248,2088
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella inopinata,Brucella inopinata,364,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens,Vibrio natriegens,2182,5,3,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera butanivorans,Thauera butanivorans,2105,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia abyssalis,Priestia abyssalis,1599,0,0,2,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans,791,26,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus solitarius,Tetragenococcus solitarius,2100,0,0,1,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas granuli,Comamonas granuli,491,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium marinum,Corynebacterium marinum,566,0,1,2,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis,Corynebacterium vitaeruminis,605,25,18,8,4
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus saerimneri,Ligilactobacillus saerimneri,1110,4,2,7,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter apis,Acinetobacter apis,29,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus endosymbiont of Aphis craccivora,Arsenophonus endosymbiont of Aphis craccivora,177,0,1,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ihumii,Corynebacterium ihumii,554,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera phenylacetica,Thauera phenylacetica,2107,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus rubneri,Streptococcus rubneri,2024,959,793,702,628
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentasini,Prevotella dentasini,1597,2,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Sodalis praecaptivus,Sodalis praecaptivus,1873,3,6,1,2
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Metasolibacillus,Metasolibacillus fluoroglycofenilyticus,Metasolibacillus fluoroglycofenilyticus,1246,0,1,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya oryzae,Dickeya oryzae,678,0,11,0,0
Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium lactis,Chryseobacterium lactis,452,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella kyungheensis,Dyella kyungheensis,694,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,Oenococcus oeni,1361,6,8,0,2
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,Verticiella sediminum,Verticiella sediminum,2176,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Pallidibacillus,Pallidibacillus thermolactis,Pallidibacillus thermolactis,1398,31,32,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula oceani,Parvularcula oceani,1499,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,Pediococcus acidilactici,1517,202,254,241,254
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella electrica,Klebsiella electrica,939,182,137,118,104
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,Finegoldia magna,794,2,18,15,2
Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium sandarakinum,Streptosporangium sandarakinum,2072,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum toluclasticum,Aromatoleum toluclasticum,173,8,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum hiltneri,Herbaspirillum hiltneri,887,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella piscicida,Edwardsiella piscicida,704,0,6,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,Bibersteinia trehalosi,258,6,4,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium arosiense,Mycobacterium arosiense,1287,4,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter lanceolatus,Curvibacter lanceolatus,644,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria cornellensis,Listeria cornellensis,1144,0,0,4,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus parabrevis,Levilactobacillus parabrevis,1093,0,0,0,114
Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,Frischella perrara,811,5,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus iwatensis,Loigolactobacillus iwatensis,1162,9,10,6,6
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,Melaminivora jejuensis,Melaminivora jejuensis,1230,140,95,108,126
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sihuiensis,Pseudomonas sihuiensis,1690,23,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus,Kytococcus sedentarius,Kytococcus sedentarius,973,41816,41106,41406,41458
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus petrasii,Staphylococcus petrasii,1929,16,9,9,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium russii,Fusobacterium russii,827,24,7,3,0
Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium arenae,Sphingobacterium arenae,1881,0,0,4,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus carnosus,Staphylococcus carnosus,1908,0,0,4,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus formosensis,Lactococcus formosensis,1033,5,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga taeniospiralis,Hydrogenophaga taeniospiralis,906,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis,1918,144322,72700,72580,72006
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Uruburuella,Uruburuella testudinis,Uruburuella testudinis,2155,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus,Staphylococcus haemolyticus,1921,94,73,89,44
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei,Corynebacterium casei,535,6,7,3,0
Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus brasilensis,Paenibacillus brasilensis,1382,19,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus simulans,Staphylococcus simulans,1938,1,0,6,2
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus obesiensis,Anaerococcus obesiensis,128,42,25,11,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter insuavis,Achromobacter insuavis,10,1,0,0,8
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter aegrifaciens,Achromobacter aegrifaciens,3,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter anxifer,Achromobacter anxifer,6,9,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pekkanenii,Yersinia pekkanenii,2239,4,2,6,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas guariconensis,Pseudomonas guariconensis,1657,6,18,3,24
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter aerolatus,Diaphorobacter aerolatus,672,2,0,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,Staphylococcus hominis,1922,116,52,51,74
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax facilis,Acidovorax facilis,25,3,4,2,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus nasuensis,Lacticaseibacillus nasuensis,985,0,1,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus hokkaidonensis,Paucilactobacillus hokkaidonensis,1506,0,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus fujiensis,Lactococcus fujiensis,1034,527,311,306,194
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,Latilactobacillus curvatus,1054,3,15,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus saniviri,Lacticaseibacillus saniviri,989,4,3,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas oryzae,Xanthomonas oryzae,2215,9,11,4,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia biformata,Shimia biformata,1853,1,0,0,0
Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina pacifica,Aquimarina pacifica,157,23,4,7,2
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus songhuajiangensis,Lacticaseibacillus songhuajiangensis,990,1,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus nenjiangensis,Paucilactobacillus nenjiangensis,1507,6,6,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brenneri,Pseudomonas brenneri,1642,1,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium waimense,Mesorhizobium waimense,1238,9,4,8,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella koreensis,Dokdonella koreensis,683,3,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus gordonii,1973,1201,764,513,296
Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus versutus,Planococcus versutus,1580,0,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius,2026,104,61,42,30
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella kingae,Kingella kingae,930,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces albofaciens,Streptomyces albofaciens,2048,4,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas soli,Pseudomonas soli,1691,1,0,0,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hwasookii,Fusobacterium hwasookii,820,6452,3820,2205,1132
Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Globicatella,Globicatella sanguinis,Globicatella sanguinis,847,1,3,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus,2034,17,9,6,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans,1998,187,126,112,64
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sobrinus,Streptococcus sobrinus,2031,0,0,2,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pseudosolanacearum,Ralstonia pseudosolanacearum,1732,95,35,15,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus agalactiae,1949,98428,99958,100016,99378
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia radingae,Schaalia radingae,1813,5,11,4,2
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Streptococcus pneumoniae,2016,236570,236056,234046,230452
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,Streptococcus pyogenes,2021,161189,162558,162123,163380
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Azohydromonas,Azohydromonas lata,Azohydromonas lata,194,1,1,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,Lactobacillus acidophilus,1006,62075,61377,61311,61870
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis,2006,32493,32530,32392,31854
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas jejuensis,Polaromonas jejuensis,1585,8,4,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,Variovorax paradoxus,2173,3963,3188,2343,1374
