Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_100,Healthy_stool_100_50
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter epoxidivorans,Altererythrobacter epoxidivorans,152,NA,2,4,4,1,2,1
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter ishigakiensis,Altererythrobacter ishigakiensis,153,NA,3,2,NA,4,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Pelagerythrobacter,Pelagerythrobacter marensis,Altererythrobacter marensis,154,2,1,3,2,NA,NA,3
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Paraurantiacibacter,Paraurantiacibacter namhicola,Altererythrobacter namhicola,155,3,3,2,1,2,NA,3
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas stellipolaris,Alteromonas addita,156,1,NA,4,3,4,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,Alteromonas australica,157,NA,1,1,NA,NA,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Alteromonas macleodii,158,7,3,NA,5,10,6,1
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,Alteromonas mediterranea,159,6,2,1,4,6,4,2
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas naphthalenivorans,Alteromonas naphthalenivorans,160,1,1,1,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. Mac1,Alteromonas sp. Mac1,161,2,NA,6,3,4,NA,1
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas stellipolaris,Alteromonas stellipolaris,162,2,1,5,5,6,3,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,g_Aminobacter,Aminobacter,163,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,Aminobacter aminovorans,Aminobacter aminovorans,164,4,6,11,12,6,6,4
NA,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Aminobacterium,Aminobacterium colombiense,Aminobacterium colombiense,165,3,1,1,5,1,1,2
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,Ammonifex degensii,Ammonifex degensii,166,2,5,5,4,NA,1,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus,Amphibacillus xylanus,167,4,4,5,3,6,1,5
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,g_Amycolatopsis,Amycolatopsis,168,1,NA,1,NA,2,NA,NA
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica,Amycolatopsis japonica,169,6,7,9,2,1,5,4
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei,170,4,7,9,4,5,3,5
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica,Amycolatopsis methanolica,171,3,7,8,11,1,3,3
NA,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis orientalis,Amycolatopsis orientalis,172,7,14,15,7,3,5,4
NA,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena cylindrica,Anabaena cylindrica,173,2,NA,1,2,NA,1,1
NA,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. 90,Anabaena sp. 90,174,1,3,3,4,1,2,3
NA,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. WA102,Anabaena sp. wa102,175,1,4,NA,4,1,2,1
NA,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,Acetomicrobium mobile,Anaerobaculum mobile,176,NA,3,2,1,NA,NA,NA
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,177,7,7,5,8,4,11,7
NA,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila,Anaerolinea thermophila,178,3,6,4,3,NA,2,6
NA,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,f_Anaerolineaceae,Anaerolineaceae bacterium oral taxon 439,Anaerolineaceae bacterium oral taxon 439,179,NA,4,1,1,3,2,3
NA,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans,180,9,16,12,20,5,11,7
NA,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter sp. Fw109-5,Anaeromyxobacter sp. Fw109-5,181,6,2,9,5,3,1,3
NA,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter sp. K,Anaeromyxobacter sp. K,182,5,7,11,7,2,7,6
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma centrale,Anaplasma centrale,183,2,1,NA,NA,1,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma marginale,Anaplasma marginale,184,1,1,NA,NA,1,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma phagocytophilum,Anaplasma phagocytophilum,185,NA,1,NA,NA,1,1,NA
NA,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus sp. XH2,Aneurinibacillus sp. XH2,186,3,5,1,4,8,1,5
NA,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Alphaentomopoxvirus,Alphaentomopoxvirus acuprea,Anomala cuprea entomopoxvirus,187,NA,NA,NA,NA,NA,1,NA
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacteroides,Anoxybacteroides amylolyticum,Anoxybacillus amylolyticus,188,1,2,NA,3,NA,NA,2
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus,Anoxybacillus flavithermus,189,1,NA,NA,NA,2,1,3
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus gonensis,Anoxybacillus gonensis,190,1,1,1,3,5,4,4
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus sp. B2M1,Anoxybacillus sp. B2M1,191,1,3,1,NA,2,2,4
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus sp. B7M1,Anoxybacillus sp. B7M1,192,1,1,1,3,2,1,4
NA,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex,Aquifex aeolicus,Aquifex aeolicus,193,NA,1,NA,NA,3,1,1
NA,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Nepovirus,Nepovirus arabis,Arabis mosaic virus,194,NA,NA,NA,NA,NA,NA,1
NA,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus sp. BS20,Arachidicoccus sp. BS20,195,3,5,4,5,5,3,4
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum,196,2,1,2,3,3,2,4
NA,Methanobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,Archaeoglobus fulgidus,197,1,NA,NA,NA,NA,NA,NA
NA,Methanobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus profundus,Archaeoglobus profundus,198,NA,NA,NA,NA,1,NA,NA
NA,Methanobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sulfaticallidus,Archaeoglobus sulfaticallidus,199,NA,NA,NA,NA,NA,1,NA
NA,Methanobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus veneficus,Archaeoglobus veneficus,200,NA,1,NA,1,1,NA,NA
NA,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Archangium,Archangium gephyra,Archangium gephyra,201,13,17,13,7,7,4,5
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter butzleri,Arcobacter butzleri,202,NA,1,1,NA,5,2,NA
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter nitrofigilis,Arcobacter nitrofigilis,203,1,2,1,1,3,3,NA
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter sp. L,Arcobacter sp. L,204,NA,NA,NA,NA,2,1,1
NA,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus,Iridovirus armadillidium1,Armadillidium vulgare iridescent virus,205,NA,1,NA,NA,NA,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum,Aromatoleum aromaticum,206,4,1,2,2,1,5,3
NA,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Arsenicicoccus,Arsenicicoccus sp. oral taxon 190,Arsenicicoccus sp. oral taxon 190,207,3,NA,5,NA,NA,1,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Candidatus Arsenophonus lipoptenae,Arsenophonus symbiont of Lipoptena fortisetosa,208,NA,NA,NA,NA,1,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,g_Arthrobacter,Arthrobacter,209,NA,1,1,1,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter alpinus,Arthrobacter alpinus,210,6,3,7,6,7,4,4
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter alpinus,Arthrobacter sp. A3,211,3,6,5,5,7,4,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,Arthrobacter sp. ATCC 21022,Arthrobacter sp. ATCC 21022,212,3,1,3,6,2,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ERGS1:01,Arthrobacter sp. ERGS1:01,213,7,9,9,10,5,3,5
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FB24,Arthrobacter sp. FB24,214,6,6,6,3,1,NA,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Psychromicrobium,Psychromicrobium lacuslunae,Arthrobacter sp. IHBB 11108,215,2,6,4,4,6,NA,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 'calajunan',Arthrobacter sp. LS16,216,11,7,6,6,3,NA,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PAMC 25486,Arthrobacter sp. PAMC 25486,217,5,7,3,9,7,2,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Rue61a,Arthrobacter sp. Rue61a,218,2,2,4,3,NA,NA,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. U41,Arthrobacter sp. U41,219,1,4,1,9,7,3,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. YC-RL1,Arthrobacter sp. YC-RL1,220,5,6,9,6,4,2,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ZXY-2,Arthrobacter sp. ZXY-2,221,3,2,3,2,3,2,2
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis,Asaia bogorensis,222,2,6,1,1,3,NA,2
NA,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Aster yellows witches'-broom phytoplasma,Aster yellows witches'-broom phytoplasma,223,NA,NA,NA,NA,1,NA,1
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,g_Asticcacaulis,Asticcacaulis,224,NA,NA,2,NA,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis excentricus,Asticcacaulis excentricus,225,9,4,2,8,3,NA,2
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula,Atopobium parvulum,226,10,11,14,8,2,5,6
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,g_Aureimonas,Aureimonas,227,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas sp. AU20,Aureimonas sp. AU20,228,2,5,3,4,3,1,1
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,g_Azoarcus,Azoarcus,229,NA,2,1,1,NA,1,NA
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,Azoarcus olearius,230,5,1,5,5,8,3,1
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,Azoarcus sp. BH72,231,6,NA,6,5,7,2,1
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. CIB,Azoarcus sp. CIB,232,5,NA,3,7,4,5,6
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. KH32C,Azoarcus sp. KH32C,233,3,3,4,4,3,5,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans,Azorhizobium caulinodans,234,13,9,4,11,4,NA,7
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Azospira oryzae,235,6,8,3,13,4,4,6
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,g_Azospirillum,Azospirillum,236,NA,NA,2,1,NA,1,NA
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense,Azospirillum brasilense,237,9,11,17,15,4,11,7
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum humicireducens,Azospirillum humicireducens,238,5,13,3,7,5,NA,1
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum lipoferum,Azospirillum lipoferum,239,11,23,14,19,17,9,11
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum thiophilum,Azospirillum thiophilum,240,7,7,4,10,5,9,5
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter chroococcum,Azotobacter chroococcum,241,3,8,12,9,10,5,4
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter vinelandii,Azotobacter vinelandii,242,3,6,4,12,9,9,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens,243,4,10,11,9,6,2,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,Bacillus anthracis,244,NA,1,1,1,6,2,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus,Bacillus atrophaeus,245,1,5,1,5,2,3,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacterium beveridgei,Bacillus beveridgei,246,1,2,2,2,2,3,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bombysepticus,Bacillus bombysepticus,247,1,NA,1,4,1,1,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Evansella,Evansella cellulosilytica,Bacillus cellulosilyticus,248,2,NA,2,3,5,1,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacillus cereus,249,11,5,10,9,28,15,20
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella clausii,Bacillus clausii,250,1,NA,NA,NA,3,1,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia coagulans,Bacillus coagulans,251,3,11,3,11,3,8,7
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cytotoxicus,Bacillus cytotoxicus,252,2,4,3,2,12,4,7
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia endophytica,Bacillus endophyticus,253,1,4,NA,3,1,6,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalicoccobacillus,Alkalicoccobacillus gibsonii,Bacillus gibsonii,254,3,2,3,1,3,4,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans,Bacillus glycinifermentans,255,1,NA,NA,NA,2,1,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacterium (ex Joshi et al. 2022),Halalkalibacterium halodurans,Bacillus halodurans,256,3,1,NA,NA,5,3,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus infantis,Bacillus infantis,257,1,2,2,2,2,5,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella lehensis,Bacillus lehensis,258,NA,2,1,3,3,1,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,Bacillus licheniformis,259,2,3,3,3,2,3,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,Bacillus megaterium,260,7,4,2,7,11,13,12
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methanolicus,Bacillus methanolicus,261,NA,3,6,NA,4,4,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus muralis,Bacillus muralis,262,2,1,1,2,5,5,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,Bacillus mycoides,263,1,2,3,3,2,13,7
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus oceanisediminis,Bacillus oceanisediminis,264,2,2,NA,3,9,4,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,Bacillus paralicheniformis,265,2,3,6,4,3,5,2
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Takahashivirus,Takahashivirus PBS1,Bacillus phage AR9,266,NA,NA,NA,NA,NA,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Herelleviridae,Bequatrovirus,Bequatrovirus B4,Bacillus phage B4,267,NA,NA,NA,2,1,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Herelleviridae,Siminovitchvirus,Siminovitchvirus CP51,Bacillus phage CP-51,268,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Herelleviridae,Siminovitchvirus,Siminovitchvirus JL,Bacillus phage JL,269,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Herelleviridae,Siminovitchvirus,Siminovitchvirus shanette,Bacillus phage Shanette,270,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Trautnerviridae,Rivavirus,Rivavirus SPP1,Bacillus phage SPP1,271,NA,NA,NA,1,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Tsamsavirus,Tsamsavirus tsamsa,Bacillus phage vB_BanS-Tsamsa,272,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Waukeshavirus,Waukeshavirus waukesha92,Bacillus phage Waukesha92,273,NA,NA,1,NA,NA,NA,NA
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus,Alkalihalophilus pseudofirmus,Bacillus pseudofirmus,274,2,2,2,2,2,5,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,Bacillus pumilus,275,13,2,5,12,10,12,12
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus simplex,Bacillus simplex,276,1,NA,2,2,5,5,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,Bacillus smithii,277,2,NA,1,NA,5,5,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. (in: firmicutes),Bacillus sp.,278,4,3,3,2,5,6,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 1NLA3E,Bacillus sp. 1NLA3E,279,1,1,1,2,3,7,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ABP14,Bacillus sp. ABP14,280,NA,NA,2,2,3,5,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. BH072,Bacillus sp. BH072,281,NA,1,3,2,2,NA,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-14266,Bacillus sp. FJAT-14266,282,NA,5,1,2,1,1,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,Bacillus sp. IHB B 7164,283,NA,1,1,NA,4,5,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. JS,Bacillus sp. JS,284,5,2,2,NA,6,3,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. LM 4-2,Bacillus sp. LM 4-2,285,3,2,3,1,4,5,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. OxB-1,Bacillus sp. OxB-1,286,2,3,NA,NA,5,3,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. Pc3,Bacillus sp. Pc3,287,2,3,1,2,1,2,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SDLI1,Bacillus sp. SDLI1,288,1,3,1,2,1,2,3
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. WP8,Bacillus sp. WP8,289,1,2,2,8,3,4,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. X1(2014),Bacillus sp. X1(2014),290,NA,1,1,3,7,8,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. YP1,Bacillus sp. YP1,291,3,4,5,2,5,7,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis,292,8,18,18,14,17,16,20
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,Bacillus thuringiensis,293,13,7,11,18,21,32,20
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,Bacillus toyonensis,294,2,NA,2,4,4,4,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,Bacillus velezensis,295,5,3,4,2,8,4,5
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Andromedavirus,Andromedavirus finn,Bacillus virus Finn,296,NA,NA,NA,1,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Donellivirus,Donellivirus gee,Bacillus virus G,297,NA,NA,1,NA,NA,1,NA
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,Bacillus weihenstephanensis,298,1,NA,1,1,3,3,5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus xiamenensis,Bacillus xiamenensis,299,NA,1,NA,3,3,6,5
NA,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,Salinivirga,Salinivirga cyanobacteriivorans,bacterium L21-Spi-D4,300,13,7,2,6,11,2,3
NA,Bacteroidota,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,Bacteroidales bacterium CF,Bacteroidales bacterium CF,301,18,9,18,9,12,6,2
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,302,681,749,803,887,1197,3488,2024
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,Bacteroides dorei,303,4741,6925,13066,4704,2193,1657,3386
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,304,592,824,1080,779,1139,2757,1804
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides helcogenes,Bacteroides helcogenes,305,576,784,761,966,420,337,531
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus,306,317,370,309,411,1715,3644,2638
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola salanitronis,Bacteroides salanitronis,307,275,200,235,226,292,403,350
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuris,Bacteroides sp. I48,308,433,524,602,544,769,1835,1184
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,309,663,846,989,834,1577,4035,2685
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus,310,11951,17890,17068,22393,5464,2290,8673
NA,Pisuviricota,Pisoniviricetes,Nidovirales,Tobaniviridae,Pregotovirus,Pregotovirus pythonis,Ball python nidovirus,311,1,NA,NA,NA,1,NA,NA
