Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Run_mock__10eb-90gr-2,Run_mock__50eb-50gr-1,Run_mock__5eb-95gr-2,Run_mock__95eb-5gr-1,Run_mock__ec-Bl-Rp-Rm-Cn-2,Run_mock__vaio-Mock-10-4-1,Run_mock__vaio-Mock-10-4-2,Run_mock__vaio-Mock-10-5-1,Run_mock__vaio-Mock-10-6-3,Run_newprimers__vaio-Mock-Newprimer-4
NA,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. 90,Anabaena sp. 90,160,2,0,1,2,0,0,2,0,1,0
NA,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. WA102,Anabaena sp. wa102,161,2,0,1,2,0,0,2,0,1,0
NA,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,g_Acetomicrobium,Anaerobaculum,162,0,0,0,0,0,1,0,0,0,0
NA,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,Acetomicrobium mobile,Anaerobaculum mobile,163,1,0,1,5,2,4,2,6,3,5
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,164,8,23,13,24,21,16,19,17,17,53
NA,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila,Anaerolinea thermophila,165,0,0,0,0,0,1,1,0,0,1
NA,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,f_Anaerolineaceae,Anaerolineaceae bacterium oral taxon 439,Anaerolineaceae bacterium oral taxon 439,166,0,0,0,0,0,0,0,0,1,0
NA,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans,167,0,0,0,2,2,0,1,1,2,4
NA,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter sp. Fw109-5,Anaeromyxobacter sp. Fw109-5,168,0,0,0,2,2,0,0,1,2,2
NA,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter sp. K,Anaeromyxobacter sp. K,169,0,0,0,2,2,0,1,1,2,4
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,g_Anaplasma,Anaplasma,170,2,3,0,14,0,3,2,2,4,0
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma centrale,Anaplasma centrale,171,3,12,1,24,0,16,18,14,15,8
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma marginale,Anaplasma marginale,172,1,5,1,10,0,10,10,10,4,7
NA,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma phagocytophilum,Anaplasma phagocytophilum,173,3,12,1,24,0,16,18,14,15,8
NA,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus sp. XH2,Aneurinibacillus sp. XH2,174,2,4,4,1,0,32,32,32,41,2
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacteroides,Anoxybacteroides amylolyticum,Anoxybacillus amylolyticus,175,0,0,0,0,0,0,0,0,0,2
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus flavithermus,Anoxybacillus flavithermus,176,0,0,0,0,0,0,0,1,0,2
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus gonensis,Anoxybacillus gonensis,177,1,1,0,17,4,6,10,6,3,2
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus sp. B2M1,Anoxybacillus sp. B2M1,178,0,0,0,2,3,1,1,0,3,2
NA,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,Anoxybacillus sp. B7M1,Anoxybacillus sp. B7M1,179,0,0,0,1,1,1,1,1,1,2
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,f_Aphanothecaceae,f_Aphanothecaceae,Aphanothecaceae,180,0,0,0,1,0,0,0,0,0,0
NA,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex,Aquifex aeolicus,Aquifex aeolicus,181,0,0,0,0,0,0,0,0,1,2
NA,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus sp. BS20,Arachidicoccus sp. BS20,182,3,3,3,7,3,3,2,3,4,0
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum,183,0,0,0,0,7,1,5,1,2,3
NA,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Archangium,Archangium gephyra,Archangium gephyra,184,0,3,1,14,7,5,3,3,3,10
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter butzleri,Arcobacter butzleri,185,0,0,0,0,6,1,2,1,2,4
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter nitrofigilis,Arcobacter nitrofigilis,186,0,0,1,0,7,4,6,7,5,4
NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter sp. L,Arcobacter sp. L,187,0,0,0,0,6,1,2,1,2,4
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum,Aromatoleum aromaticum,188,5,1,0,5,18,48,47,38,48,22
NA,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Arsenicicoccus,Arsenicicoccus sp. oral taxon 190,Arsenicicoccus sp. oral taxon 190,189,0,0,0,0,0,1,0,0,1,7
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Candidatus Arsenophonus lipoptenae,Arsenophonus symbiont of Lipoptena fortisetosa,190,0,3,1,3,5,3,3,4,0,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,g_Arthrobacter,Arthrobacter,191,0,0,0,0,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter alpinus,Arthrobacter alpinus,192,0,0,0,0,6,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter alpinus,Arthrobacter sp. A3,193,0,0,0,0,5,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paenarthrobacter,Arthrobacter sp. ATCC 21022,Arthrobacter sp. ATCC 21022,194,0,1,1,0,2,0,4,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ERGS1:01,Arthrobacter sp. ERGS1:01,195,0,0,0,0,5,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. FB24,Arthrobacter sp. FB24,196,0,0,0,0,7,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Psychromicrobium,Psychromicrobium lacuslunae,Arthrobacter sp. IHBB 11108,197,0,0,0,0,1,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 'calajunan',Arthrobacter sp. LS16,198,0,0,0,0,0,0,1,0,0,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Rue61a,Arthrobacter sp. Rue61a,199,0,1,1,0,2,0,4,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. U41,Arthrobacter sp. U41,200,0,0,0,0,7,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. YC-RL1,Arthrobacter sp. YC-RL1,201,0,0,0,0,0,0,1,1,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ZXY-2,Arthrobacter sp. ZXY-2,202,0,1,1,0,2,0,4,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis,Asaia bogorensis,203,1,6,0,9,17,11,14,17,17,34
NA,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Aster yellows witches'-broom phytoplasma,Aster yellows witches'-broom phytoplasma,204,2,4,6,1,1,4,2,2,5,4
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis excentricus,Asticcacaulis excentricus,205,0,3,0,1,3,5,7,11,9,3
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella parvula,Atopobium parvulum,206,0,1,0,0,5,4,7,4,5,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,g_Aureimonas,Aureimonas,207,2,3,0,14,0,3,2,2,4,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas sp. AU20,Aureimonas sp. AU20,208,3,11,0,22,0,13,14,13,16,5
NA,Unknown,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus aucalifornicae,Autographa californica nucleopolyhedrovirus,209,0,1,0,0,0,0,0,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,g_Azoarcus,Azoarcus,210,1,0,0,0,0,1,0,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,Azoarcus olearius,211,2,2,2,4,17,12,13,16,21,9
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,Azoarcus sp. BH72,212,2,2,2,4,17,12,13,16,21,9
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. CIB,Azoarcus sp. CIB,213,1,1,0,4,20,14,15,9,11,13
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. KH32C,Azoarcus sp. KH32C,214,3,1,0,3,13,39,34,33,40,17
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,g_Azorhizobium,Azorhizobium,215,0,1,0,0,0,0,0,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans,Azorhizobium caulinodans,216,0,1,0,6,5,26,21,18,21,13
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,Azospira oryzae,217,0,0,0,0,5,5,4,3,7,4
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,g_Azospirillum,Azospirillum,218,0,0,0,0,0,0,0,0,1,2
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense,Azospirillum brasilense,219,5,9,2,37,28,23,32,34,41,15
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum humicireducens,Azospirillum humicireducens,220,4,6,2,11,8,38,37,32,31,19
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum lipoferum,Azospirillum lipoferum,221,6,11,2,39,24,53,56,57,63,38
NA,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum thiophilum,Azospirillum thiophilum,222,6,11,2,39,24,53,56,57,63,38
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter chroococcum,Azotobacter chroococcum,223,1,0,0,0,0,3,4,1,2,2
NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter vinelandii,Azotobacter vinelandii,224,1,0,0,1,0,2,4,0,2,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,Bacillus anthracis,225,0,1,1,4,0,1,4,0,2,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacterium beveridgei,Bacillus beveridgei,226,0,0,0,0,0,1,0,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bombysepticus,Bacillus bombysepticus,227,0,0,1,1,0,0,3,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Evansella,Evansella cellulosilytica,Bacillus cellulosilyticus,228,0,1,0,0,1,1,1,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacillus cereus,229,1,1,1,2,1,6,11,12,13,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella clausii,Bacillus clausii,230,0,0,0,0,0,0,1,0,0,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia coagulans,Bacillus coagulans,231,0,1,0,9,3,8,4,6,6,12
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cytotoxicus,Bacillus cytotoxicus,232,0,0,0,0,2,7,14,12,13,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia endophytica,Bacillus endophyticus,233,0,0,0,3,0,0,2,0,1,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus glycinifermentans,Bacillus glycinifermentans,234,1,0,0,3,0,1,3,2,3,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacterium (ex Joshi et al. 2022),Halalkalibacterium halodurans,Bacillus halodurans,235,1,0,0,0,1,1,1,1,2,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus infantis,Bacillus infantis,236,0,0,0,0,0,0,1,1,0,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella lehensis,Bacillus lehensis,237,0,0,0,0,0,0,1,0,0,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,Bacillus licheniformis,238,1,0,0,3,0,1,3,2,3,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,Bacillus megaterium,239,0,0,0,1,0,0,1,0,0,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methanolicus,Bacillus methanolicus,240,0,0,0,3,0,0,2,0,1,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus muralis,Bacillus muralis,241,0,0,0,5,0,1,1,0,1,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,Bacillus mycoides,242,0,0,1,1,0,0,3,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus oceanisediminis,Bacillus oceanisediminis,243,1,0,0,0,0,1,1,2,2,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,Bacillus paralicheniformis,244,1,0,0,3,0,1,3,2,3,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus,Alkalihalophilus pseudofirmus,Bacillus pseudofirmus,245,0,0,0,0,0,0,1,0,0,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus simplex,Bacillus simplex,246,0,0,0,5,0,1,1,0,1,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,Bacillus smithii,247,0,0,0,3,0,0,2,0,1,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 1NLA3E,Bacillus sp. 1NLA3E,248,0,0,0,0,0,0,0,1,0,2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. ABP14,Bacillus sp. ABP14,249,0,0,1,1,0,0,3,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,Bacillus sp. IHB B 7164,250,0,0,0,1,0,0,0,0,0,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. OxB-1,Bacillus sp. OxB-1,251,1,2,0,1,0,0,3,1,1,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. X1(2014),Bacillus sp. X1(2014),252,58,69,49,95,5,56,73,69,62,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis,253,0,1,0,2,0,2,1,4,5,4
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,Bacillus thuringiensis,254,0,2,2,3,4,4,8,2,5,1
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,Bacillus toyonensis,255,0,0,1,1,0,0,3,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,Bacillus weihenstephanensis,256,0,0,1,1,2,0,3,0,3,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,Bacteroidales bacterium CF,Bacteroidales bacterium CF,258,681,477,734,224,15,106,110,112,139,88
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,g_Bacteroides,Bacteroides,259,1,0,2,3,0,0,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,260,85821,60537,97346,30545,504,11451,11304,12409,13289,3582
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,Bacteroides dorei,261,422,274,466,164,9,79,67,68,81,118
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,262,361,235,389,130,3,60,50,59,70,96
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides helcogenes,Bacteroides helcogenes,263,437,274,465,167,17,84,69,111,95,118
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus,264,618,429,661,257,14,124,103,100,127,127
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola salanitronis,Bacteroides salanitronis,265,44,35,29,29,8,22,17,36,25,13
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuris,Bacteroides sp. I48,266,577,393,619,239,13,107,94,94,104,119
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,267,613,415,663,249,7,104,92,97,116,124
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Bacteroides vulgatus,268,451,298,499,180,15,97,74,81,101,123
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,Barnesiella viscericola,269,52,50,40,132,37,21,42,328,27,13
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,g_Bartonella,Bartonella,270,0,0,0,0,0,1,1,2,1,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella ancashensis,Bartonella ancashensis,271,0,0,0,1,0,7,6,13,10,20
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella australis,Bartonella australis,272,0,0,1,1,0,12,17,20,11,15
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis,Bartonella bacilliformis,273,0,0,0,1,0,17,15,33,33,36
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella clarridgeiae,Bartonella clarridgeiae,274,0,0,1,1,0,12,17,20,11,15
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella grahamii,Bartonella grahamii,275,0,0,1,1,1,70,66,69,88,131
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella henselae,Bartonella henselae,276,0,0,1,1,0,12,17,20,11,15
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella quintana,Bartonella quintana,277,0,0,1,1,0,7,17,15,8,13
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella tribocorum,Bartonella tribocorum,278,0,0,1,1,1,70,66,69,88,131
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella vinsonii,Bartonella vinsonii,279,0,0,1,1,1,70,66,69,88,131
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Basilea,Basilea psittacipulmonis,Basilea psittacipulmonis,280,1,3,2,6,28,15,17,26,27,5
NA,Pseudomonadota,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Bathymodiolus septemdierum thioautotrophic gill symbiont,Bathymodiolus septemdierum thioautotrophic gill symbiont,281,2,2,0,3,5,3,5,5,4,7
NA,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,282,1,1,2,1,0,3,10,0,1,3
NA,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Pseudobdellovibrio,Pseudobdellovibrio exovorus,Bdellovibrio exovorus,283,2,2,0,1,0,0,2,0,2,0
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa leptomitoformis,Beggiatoa leptomitiformis,284,0,0,0,0,1,0,3,2,4,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Beijerinckia,g_Beijerinckia,Beijerinckia,285,2,3,0,14,0,3,2,2,4,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia indica,Beijerinckia indica,286,1,17,0,31,2,110,114,103,116,98
NA,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica,Belliella baltica,287,14,9,12,9,3,5,10,21,8,8
NA,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae,Beutenbergia cavernae,289,0,1,0,0,1,2,2,0,2,0
NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,Bibersteinia trehalosi,290,0,4,0,4,4,7,3,3,3,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,g_Bifidobacterium,Bifidobacterium,291,0,0,0,3,0,0,1,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium actinocoloniiforme,Bifidobacterium actinocoloniiforme,292,9,25,2,36,215,92,110,94,108,19
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,293,13,21,7,50,409,114,114,163,135,34
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,294,4,4,0,14,81,26,26,24,33,20
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium animalis,295,39,46,18,100,31940,6349,7137,8163,7929,4694
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium asteroides,Bifidobacterium asteroides,296,11,27,3,37,235,100,113,105,113,21
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum,297,10,32,6,46,334,144,121,162,164,26
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve,298,2,3,2,14,33,3,11,15,14,25
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium catenulatum,299,6,4,2,17,148,17,31,32,29,16
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium coryneforme,Bifidobacterium coryneforme,300,2,3,0,9,30,11,9,11,8,7
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium dentium,301,9,24,7,49,494,176,167,237,199,144
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium indicum,Bifidobacterium indicum,302,2,4,0,9,26,11,9,11,7,7
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium kashiwanohense,303,7,4,2,18,154,19,31,34,31,16
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,304,3,9,2,24,51,16,28,32,26,27
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,305,6,4,2,17,148,17,31,32,29,16
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum,306,7,5,3,21,349,43,86,71,63,252
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,Bifidobacterium scardovii,307,1,7,2,20,83,20,30,34,27,31
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium thermophilum,Bifidobacterium thermophilum,308,3,4,2,17,320,88,99,150,159,288
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,Blastochloris viridis,Blastochloris viridis,309,0,5,0,11,0,34,25,30,27,5
NA,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens,Blastococcus saxobsidens,310,1,1,1,2,0,0,0,1,0,0
